"Date","S. Agnese","S. Agostin","S. Angelo","Angelo Rafael","S. Antonino","S. Aponal","S. Barnaba","S. Basilio","S. Basso","S. Beneto","S. Biagio","S. Boldo","S. Bartolomeo","S. Canziano","S. Cassiano","S. Croce","S. Eufemia","S. Fantin","S. Felice","S. Fosca","S. Geremia","S. Giacomo dell'Orio","S. Giovanni Decollato","S. Giovanni di Rialto","S. Giovanni Crisostomo","S. Giovanni Battista in Bragora","S. Giovanni Novo","S. Giustina","S. Gregorio","S. Lio","S. Luca","S. Lucia","S. Leonardo","S. Marcilian","S. Marco","S. Marcuola","S. Margherita","S. Maria Formosa","S. Maria Maddalena","S. Maria Mater Domini","S. Maria Nova","S. Maria Zobenigo","S. Marina","S. Martino","S. Mattio","S. Maurizio","S. Moisé","S. Nicola","S. Pantalon","S. Paternian","S. Pietro di Castello","S. Polo","S. Provolo","S. Salvador","S. Samuele","S. Severo","S. Silvestro","S. Simon Grande","S. Simon Piccolo","S. Sofia","S. Stae","S. Stin","S. Ternita","S. Tomà","S. Trovaso","S. Vidal","S. Vio","S. Ziminian","S. Zulian","S. Apostoli"
"11/8/2029",,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,0,0,0,,0,0,0,0,,,0,0,,1,,0,3,2,0,0,,0,0,1,,0,0,2,1,0,0,2,,,,1,,0,0,,0,,0,,,0,0,,1,0,1
"11/9/2029",,0,1,2,0,1,0,0,0,,0,,1,0,,2,0,,0,0,0,0,,0,0,0,0,,,0,0,,0,,0,0,2,0,0,,0,0,0,,0,0,1,1,2,0,6,,,,0,,2,1,,0,,0,,,0,0,,0,0,0
"11/10/2029",,0,1,1,0,0,0,1,0,,0,,0,1,,1,4,,0,0,1,0,,0,0,0,0,,,0,0,,0,,1,2,0,2,0,,0,0,1,,0,0,0,0,0,0,3,,,,0,,0,1,,0,,0,,,0,1,,0,3,0
"11/11/2029",,0,0,1,0,0,0,0,0,,0,,0,1,,1,0,,0,0,2,0,,2,1,1,0,,,0,0,,2,,1,1,1,0,1,,1,0,0,,0,0,1,0,0,0,1,,,,0,,1,0,,3,,0,,,0,0,,0,0,0
"11/12/2029",,1,2,2,1,0,2,0,0,,0,,0,1,,0,2,,0,0,1,1,,2,0,0,0,,,0,0,,0,,0,1,1,1,0,,0,0,1,,0,1,0,2,0,0,9,,,,0,,0,1,,1,,0,,,1,0,,0,1,1
"11/13/2029",,1,0,0,1,0,1,1,0,,0,,0,0,,0,0,,0,0,2,0,,1,0,0,1,,,0,0,,0,,0,1,1,1,0,,1,0,0,,0,0,4,1,2,0,0,,,,0,,0,0,,0,,0,,,0,1,,0,1,0
"11/14/2029",,0,0,2,0,0,0,0,0,,0,,0,1,,0,0,,0,0,2,0,,1,1,0,0,,,0,0,,0,,0,0,0,3,0,,0,1,0,,0,0,1,0,0,0,0,,,,1,,1,0,,0,,0,,,1,0,,0,0,0
"11/15/2029",,1,0,0,1,0,0,0,0,,0,,0,2,,0,2,,4,0,4,1,,0,0,0,0,,,0,0,,0,,0,1,1,0,0,,0,1,0,,0,0,0,1,0,0,0,,,,1,,2,2,,0,,1,,,0,1,,0,0,0
"11/16/2029",,0,0,1,0,0,1,0,0,,0,,0,0,,1,0,,0,1,1,0,,0,0,0,1,,,0,0,,0,,0,3,1,0,0,,0,0,0,,0,0,0,0,0,0,0,,,,2,,0,1,,0,,1,,,0,0,,0,0,2
"11/17/2029",,0,1,2,0,0,1,1,0,,0,,0,0,,0,1,,0,0,0,1,,0,0,0,0,,,0,0,,0,,0,6,1,2,0,,0,0,1,,0,0,1,2,1,0,0,,,,0,,3,0,,3,,0,,,1,0,,1,0,0
"11/18/2029",,0,0,1,0,1,0,0,0,,0,,1,0,,1,2,,0,0,1,1,,0,0,2,0,,,0,0,,0,,1,0,1,0,0,,0,1,0,,0,0,2,1,1,0,3,,,,1,,0,0,,0,,0,,,1,0,,0,0,1
"11/19/2029",,0,0,0,0,4,1,0,0,,0,,0,0,,0,1,,0,1,1,0,,0,1,0,0,,,1,0,,0,,0,1,1,1,0,,1,0,0,,0,0,1,1,2,0,1,,,,0,,0,0,,0,,0,,,0,0,,2,0,3
"11/20/2029",,0,0,1,0,0,1,0,0,,0,,0,0,,1,1,,0,0,0,1,,0,0,0,2,,,0,0,,0,,0,0,1,1,0,,0,0,0,,0,0,2,3,0,0,1,,,,0,,3,2,,0,,1,,,0,0,,0,0,1
"11/21/2029",,0,0,1,0,1,0,0,1,,0,,1,1,,3,0,,0,0,1,0,,0,0,0,1,,,0,0,,0,,0,0,0,0,1,,0,0,1,,0,0,4,0,0,0,1,,,,0,,0,1,,0,,0,,,0,0,,0,1,1
"11/22/2029",,0,0,0,0,0,1,0,0,,0,,0,0,,1,3,,0,0,0,1,,0,0,0,0,,,0,0,,0,,0,0,0,0,0,,1,0,0,,0,0,0,0,1,0,2,,,,0,,1,0,,0,,0,,,1,0,,0,1,0
"11/23/2029",,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,,0,0,1,0,,0,0,0,0,,,1,0,,0,,0,5,1,2,0,,0,0,1,,0,0,3,2,0,0,0,,,,2,,1,0,,0,,0,,,1,0,,0,1,0
"11/24/2029",,2,1,2,1,2,0,0,1,,0,,1,1,,0,1,,0,1,1,0,,0,0,1,1,,,0,0,,0,,0,0,1,2,0,,0,0,0,,0,1,0,0,0,0,0,,,,1,,0,1,,0,,0,,,1,0,,0,0,0
"11/25/2029",,0,0,1,1,2,0,0,0,,0,,0,1,,1,1,,0,0,1,0,,1,0,0,2,,,0,0,,0,,0,0,1,1,0,,0,0,1,,0,0,1,1,0,0,2,,,,0,,0,0,,1,,0,,,0,0,,0,0,0
"11/26/2029",,0,0,1,0,1,1,0,0,,0,,0,0,,1,1,,0,1,0,0,,0,0,0,0,,,0,0,,0,,1,0,1,0,0,,0,0,0,,0,0,0,1,2,0,3,,,,1,,2,1,,1,,0,,,1,0,,0,0,1
"11/27/2029",,0,1,2,0,0,0,0,0,,0,,2,0,,1,3,,0,0,0,1,,1,1,1,0,,,0,2,,0,,1,1,0,0,0,,0,0,1,,0,0,0,4,2,0,0,,,,0,,1,1,,0,,0,,,1,0,,0,0,0
"11/28/2029",,0,0,1,1,0,0,0,0,,0,,0,0,,1,1,,0,0,1,0,,1,0,2,0,,,0,0,,0,,0,1,0,0,0,,1,0,0,,1,0,5,1,1,1,0,,,,0,,0,0,,0,,0,,,2,0,,0,0,0
"11/29/2029",,0,0,1,0,0,1,0,0,,0,,0,0,,1,0,,1,1,2,2,,0,0,0,1,,,0,0,,0,,0,2,0,0,1,,0,0,0,,0,0,1,2,1,0,1,,,,0,,1,0,,0,,0,,,0,0,,0,1,0
"11/30/2029",,0,0,0,0,0,0,1,0,,0,,0,2,,1,2,,0,2,1,1,,0,0,2,0,,,1,0,,0,,0,0,0,2,1,,0,0,0,,0,0,2,6,0,0,0,,,,0,,0,0,,0,,0,,,0,0,,0,0,0
"12/1/2029",,0,1,0,0,0,0,1,0,,0,,1,0,,0,0,,0,1,1,1,,0,0,1,0,,,0,2,,0,,0,1,0,2,0,,0,0,0,,0,0,0,2,0,0,5,,,,0,,1,0,,1,,0,,,1,0,,0,0,1
"12/2/2029",,0,0,2,0,2,1,0,0,,0,,0,0,,0,0,,0,0,2,2,,0,0,2,0,,,1,0,,0,,0,0,0,0,0,,0,0,0,,0,0,1,1,1,0,0,,,,1,,3,0,,0,,0,,,0,0,,0,0,0
"12/3/2029",,0,0,1,2,0,1,0,0,,0,,0,1,,0,0,,3,0,1,0,,0,0,0,0,,,0,2,,0,,0,0,0,2,0,,0,1,2,,0,0,3,2,0,0,2,,,,0,,0,0,,0,,0,,,1,0,,1,0,1
"12/4/2029",,0,0,0,0,0,0,0,0,,0,,0,1,,0,0,,0,0,1,0,,0,0,0,0,,,0,2,,0,,0,0,1,0,0,,0,0,0,,0,0,1,1,0,0,2,,,,0,,0,0,,0,,0,,,1,0,,0,0,0
"12/5/2029",,0,0,0,0,0,0,0,0,,0,,0,1,,0,1,,1,0,1,0,,0,0,0,0,,,0,0,,1,,0,0,1,0,0,,1,0,0,,0,0,0,0,0,1,1,,,,0,,1,1,,0,,0,,,0,0,,0,0,1
"12/6/2029",,0,1,0,0,1,1,0,0,,0,,0,0,,0,1,,0,0,0,1,,0,0,1,0,,,0,0,,0,,0,0,0,0,0,,0,1,1,,1,0,1,0,0,0,2,,,,1,,0,1,,0,,0,,,1,0,,0,0,1
"12/7/2029",,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,,1,0,0,0,,0,0,1,0,,,0,0,,0,,0,1,0,1,0,,0,0,0,,0,0,0,0,1,0,3,,,,0,,0,0,,0,,0,,,0,0,,0,0,0
"12/8/2029",,0,0,0,0,0,1,1,0,,0,,0,1,,0,0,,0,0,0,2,,0,0,0,0,,,0,0,,0,,1,1,1,1,0,,0,0,1,,1,0,0,0,0,1,0,,,,0,,0,1,,0,,0,,,0,1,,0,0,0
"12/9/2029",,0,0,1,0,0,0,0,0,,0,,0,0,,0,1,,0,0,0,0,,0,0,1,0,,,1,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,1,,,,0,,0,0,,0,,1,,,0,0,,0,0,0
"12/10/2029",,0,0,0,0,0,0,0,0,,0,,1,0,,1,0,,1,0,0,0,,0,0,0,0,,,0,0,,0,,0,0,0,1,0,,0,0,0,,0,0,1,2,0,0,2,,,,1,,0,0,,0,,0,,,1,1,,0,1,0
"12/11/2029",,0,0,0,0,0,0,1,0,,0,,1,0,,0,3,,0,0,0,1,,0,0,0,0,,,0,0,,0,,0,1,0,0,0,,0,1,1,,0,0,0,1,0,0,2,,,,0,,0,1,,0,,0,,,0,1,,0,0,0
"12/12/2029",,1,0,0,0,0,0,0,0,,0,,1,0,,1,1,,0,1,0,0,,0,0,0,0,,,1,0,,0,,0,0,0,2,0,,0,1,0,,0,0,0,1,0,0,0,,,,0,,0,0,,0,,0,,,0,0,,0,2,0
"12/13/2029",,0,0,1,1,1,0,0,0,,0,,0,1,,0,1,,0,0,0,0,,0,0,0,0,,,0,0,,0,,1,3,0,1,0,,0,0,0,,0,0,0,0,0,0,1,,,,0,,0,1,,0,,0,,,2,0,,0,1,0
"12/14/2029",,0,0,1,0,0,0,0,1,,0,,0,0,,0,0,,0,0,0,1,,0,0,0,0,,,0,1,,0,,1,0,1,0,0,,0,1,0,,0,0,1,2,1,0,0,,,,0,,0,0,,0,,0,,,0,0,,0,1,0
"12/15/2029",,0,2,0,0,1,0,0,0,,0,,0,2,,1,0,,0,0,2,0,,1,0,1,0,,,1,0,,0,,1,0,0,1,0,,0,0,0,,0,0,1,2,0,0,2,,,,0,,1,1,,0,,1,,,0,0,,1,0,0
"12/16/2029",,0,0,0,0,0,0,0,0,,0,,0,0,,1,0,,2,0,1,0,,1,0,0,2,,,0,1,,0,,0,0,0,0,0,,0,0,0,,0,0,1,3,1,0,0,,,,0,,0,0,,1,,0,,,0,1,,0,0,0
"12/17/2029",,0,0,1,0,0,0,0,0,,0,,0,0,,0,2,,0,0,2,0,,0,0,1,0,,,0,0,,0,,0,1,0,1,0,,0,0,0,,0,0,0,4,0,0,1,,,,1,,0,0,,0,,0,,,1,0,,0,0,0
"12/18/2029",,0,2,1,0,0,0,0,0,,0,,0,0,,1,0,,0,0,2,0,,0,0,1,0,,,0,1,,0,,0,1,2,1,0,,0,0,1,,0,0,0,1,1,0,1,,,,0,,0,2,,0,,0,,,0,0,,0,0,0
"12/19/2029",,0,2,0,0,1,0,0,0,,0,,0,3,,1,1,,1,0,0,1,,1,0,0,0,,,0,0,,0,,0,0,0,2,1,,0,1,1,,0,0,3,3,0,0,1,,,,0,,0,0,,0,,0,,,2,1,,0,0,1
"12/20/2029",,0,0,0,1,0,0,1,0,,0,,1,0,,0,1,,0,0,1,0,,0,0,2,2,,,0,1,,0,,0,1,0,0,0,,0,0,0,,0,0,0,2,0,0,1,,,,1,,0,0,,0,,1,,,0,0,,0,0,1
"12/21/2029",,0,0,1,0,1,1,0,0,,0,,1,0,,0,1,,0,0,0,1,,0,0,0,0,,,1,1,,0,,0,0,0,0,0,,1,0,0,,0,0,1,2,0,1,0,,,,0,,0,1,,0,,0,,,1,0,,0,1,1
"12/22/2029",,0,0,1,0,0,0,0,0,,0,,0,0,,1,0,,0,0,2,1,,0,0,0,0,,,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,2,0,1,,,,0,,0,1,,0,,0,,,0,0,,0,1,0
"12/23/2029",,0,0,1,1,0,1,0,0,,0,,0,0,,0,4,,0,0,1,0,,1,0,0,0,,,0,0,,0,,1,0,1,0,0,,0,0,0,,0,0,0,1,1,0,3,,,,0,,0,0,,0,,0,,,1,0,,1,0,2
"12/24/2029",,0,1,0,0,0,1,0,0,,0,,1,2,,0,0,,0,0,2,0,,0,0,0,0,,,1,0,,0,,0,0,1,0,0,,1,0,1,,0,0,0,2,0,0,2,,,,0,,0,0,,0,,0,,,0,0,,0,0,2
"12/25/2029",,0,0,0,0,0,0,0,0,,0,,0,2,,0,0,,0,0,2,1,,1,0,0,0,,,0,1,,0,,0,1,0,1,0,,0,0,0,,0,0,0,1,1,0,2,,,,0,,0,0,,2,,0,,,0,0,,0,0,0
"12/26/2029",,0,0,0,0,1,0,2,0,,0,,0,0,,0,1,,0,0,1,0,,0,0,1,0,,,0,0,,0,,1,1,0,1,0,,0,0,0,,0,0,0,0,0,0,0,,,,0,,0,1,,0,,0,,,0,0,,0,1,0
"12/27/2029",,0,1,0,2,0,1,0,0,,0,,0,0,,1,0,,1,0,0,0,,0,0,1,0,,,0,0,,0,,0,1,0,0,0,,0,0,0,,0,0,1,2,1,0,0,,,,0,,0,1,,0,,1,,,0,1,,0,0,2
"12/28/2029",,0,0,1,0,1,0,0,0,,0,,0,0,,0,1,,0,0,1,0,,0,1,1,0,,,0,1,,0,,2,2,1,0,0,,0,0,0,,0,0,0,1,4,0,0,,,,0,,0,0,,0,,0,,,0,0,,0,0,1
"12/29/2029",,0,0,1,1,0,0,0,0,,0,,0,0,,1,0,,1,0,0,1,,0,0,0,0,,,0,0,,0,,0,0,0,3,0,,0,0,1,,0,0,0,0,0,0,0,,,,0,,0,0,,0,,0,,,1,0,,0,0,1
"12/30/2029",,0,0,0,0,0,0,0,0,,0,,0,0,,1,0,,0,0,0,0,,0,0,0,1,,,0,0,,0,,0,2,0,0,0,,0,0,2,,1,0,0,1,0,0,0,,,,1,,0,0,,1,,0,,,0,0,,0,0,0
"12/31/2029",,0,2,1,0,0,0,1,0,,0,,0,0,,0,0,,1,1,1,0,,0,0,0,0,,,1,0,,0,,0,1,0,1,1,,0,0,0,,0,0,1,0,0,0,1,,,,0,,0,2,,0,,0,,,2,0,,0,0,1
"1/1/2030",,0,1,1,0,1,0,0,0,,0,,0,2,,1,0,,0,0,0,1,,0,0,0,0,,,0,0,,0,2,0,2,1,0,0,,0,0,0,,0,0,2,0,2,0,1,,,,0,,,0,,1,,0,,,0,0,,0,0,1
"1/2/2030",,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,,1,0,0,1,,0,0,0,0,,,0,0,,0,3,0,3,2,0,0,,0,0,0,,1,0,0,0,0,0,0,,,,0,,,1,,0,,0,,,0,0,,0,2,0
"1/3/2030",,0,0,1,0,0,0,0,0,,0,,0,0,,0,1,,1,0,0,0,,0,0,0,0,,,0,1,,1,0,0,0,1,2,0,,0,0,0,,0,1,0,0,1,0,0,,,,0,,,0,,1,,0,,,1,0,,0,0,0
"1/4/2030",,0,0,1,0,0,0,0,0,,0,,0,2,,1,2,,1,0,0,1,,1,0,0,0,,,0,0,,0,2,0,4,0,1,0,,0,0,0,,0,0,0,2,1,1,1,,,,0,,,0,,1,,0,,,0,0,,0,0,2
"1/5/2030",,0,0,0,0,1,0,0,0,,0,,0,1,,0,0,,0,0,1,0,,0,0,1,1,,,0,0,,0,0,1,0,0,0,1,,0,0,1,,0,0,0,1,0,0,0,,,,0,,,0,,0,,0,,,0,0,,1,1,0
"1/6/2030",,0,0,0,0,0,0,0,0,,0,,0,0,,1,0,,0,0,1,2,,0,0,1,1,,,0,0,,1,2,1,0,0,1,0,,0,0,1,,0,0,0,1,0,0,2,,,,1,,,0,,0,,0,,,0,0,,0,0,3
"1/7/2030",,0,0,3,0,0,0,0,0,,0,,0,0,,0,0,,0,0,0,0,,0,0,0,0,,,0,1,,0,1,1,1,0,0,0,,0,0,0,,0,0,1,1,0,0,0,,,,0,,,0,,0,,0,,,2,0,,0,0,0
"1/8/2030",,0,0,0,0,0,0,0,0,,0,,1,0,,0,3,,0,0,3,2,,0,0,0,2,,,0,0,,0,4,1,4,0,1,0,,0,0,0,,0,0,2,2,1,0,0,,,,0,,,0,,0,,0,,,2,0,,0,1,0
"1/9/2030",,0,1,0,0,0,0,0,0,,0,,0,0,,0,0,,0,0,1,0,,0,0,1,0,,,2,0,,0,2,0,1,0,0,0,,1,0,0,,0,0,1,1,0,0,1,,,,0,,,0,,0,,0,,,0,0,,0,1,0
"1/10/2030",,0,0,0,0,1,2,0,0,,0,,0,3,,1,0,,0,1,0,0,,0,0,2,0,,,0,0,,1,1,1,2,0,1,0,,0,0,0,,0,0,0,0,0,0,1,,,,0,,,2,,1,,0,,,0,0,,0,0,0
"1/11/2030",,0,0,0,0,0,0,0,0,,0,,1,0,,2,0,,1,0,1,1,,1,0,0,0,,,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,2,1,2,,,,0,,,1,,0,,0,,,0,0,,1,0,0
"1/12/2030",,1,0,1,0,3,1,0,0,,1,,0,1,,0,1,,0,0,0,1,,0,0,0,0,,,0,1,,0,0,0,0,0,0,0,,0,0,0,,1,0,0,0,0,0,0,,,,0,,,0,,0,,0,,,0,0,,0,0,0
"1/13/2030",,0,0,2,0,1,1,1,0,,1,,0,0,,0,2,,0,0,1,0,,0,0,0,0,,,0,0,,1,1,0,1,0,0,0,,0,0,2,,0,0,1,0,1,0,0,,,,0,,,1,,0,,0,,,0,0,,0,0,0
"1/14/2030",,0,0,0,0,0,1,2,0,,0,,0,1,,0,0,,0,0,1,1,,0,0,0,0,,,0,1,,0,0,0,0,0,0,0,,0,0,2,,0,0,1,0,0,0,1,,,,0,,,0,,1,,0,,,1,1,,1,0,0
"1/15/2030",,0,0,0,0,0,0,0,0,,0,,1,0,,2,0,,0,0,2,0,,0,0,0,0,,,0,0,,0,3,0,3,2,0,0,,0,0,0,,0,0,1,0,1,0,1,,,,0,,,0,,0,,0,,,2,0,,1,0,0
"1/16/2030",,0,0,0,0,0,0,0,0,,0,,0,1,,0,0,,0,0,0,0,,0,0,2,0,,,0,0,,0,1,0,1,1,1,0,,1,0,1,,0,0,0,0,2,0,1,,,,0,,,0,,0,,1,,,1,0,,1,0,0
"1/17/2030",,0,0,1,0,1,0,1,1,,0,,0,1,,1,0,,1,0,1,1,,0,0,1,0,,,0,0,,0,0,0,0,0,0,0,,0,0,1,,0,0,2,0,0,0,1,,,,2,,,0,,1,,0,,,1,0,,0,0,1
"1/18/2030",,1,0,1,0,1,0,0,0,,0,,0,1,,1,1,,0,0,1,0,,0,0,0,0,,,0,0,,0,1,0,1,0,0,1,,0,0,0,,0,0,1,0,1,0,3,,,,0,,,0,,0,,0,,,0,0,,0,0,1
"1/19/2030",,0,0,1,0,1,0,0,0,,0,,0,1,,2,0,,1,0,1,0,,0,0,0,0,,,0,0,,0,0,0,0,1,2,0,,0,0,1,,0,0,0,0,0,1,0,,,,1,,,1,,0,,0,,,0,0,,0,0,0
"1/20/2030",,0,1,1,0,1,0,0,0,,0,,0,0,,1,1,,0,1,0,0,,1,0,0,1,,,0,1,,0,1,0,1,1,0,0,,0,0,0,,0,1,0,0,0,0,0,,,,0,,,2,,0,,0,,,0,0,,0,0,0
"1/21/2030",,0,0,1,0,0,2,0,0,,0,,0,0,,1,0,,0,0,0,0,,0,0,0,0,,,0,0,,0,2,1,2,0,1,0,,1,0,1,,1,0,1,1,1,0,2,,,,0,,,0,,1,,1,,,0,0,,0,0,1
"1/22/2030",,0,0,1,0,0,0,0,0,,0,,0,0,,0,0,,0,0,0,1,,0,1,0,0,,,0,0,,0,1,2,1,0,0,0,,1,0,0,,0,0,0,0,1,0,0,,,,0,,,0,,0,,0,,,0,0,,0,0,0
"1/23/2030",,0,0,2,0,1,0,0,0,,0,,0,0,,2,0,,0,0,0,1,,0,0,0,0,,,0,0,,0,2,0,2,0,1,0,,0,0,1,,1,0,0,1,0,0,1,,,,0,,,0,,0,,0,,,0,0,,0,0,1
"1/24/2030",,0,0,2,0,0,1,0,0,,0,,0,0,,0,2,,0,0,2,0,,1,0,0,0,,,1,0,,0,2,3,2,0,0,0,,0,1,0,,1,0,2,4,1,0,0,,,,0,,,0,,0,,0,,,0,0,,0,0,1
"1/25/2030",,0,0,0,0,2,0,2,0,,0,,0,0,,1,1,,0,0,0,0,,0,0,1,0,,,0,0,,0,1,0,1,0,0,0,,0,0,0,,0,0,1,1,0,0,0,,,,0,,,0,,1,,0,,,0,0,,0,1,1
"1/26/2030",,0,1,0,0,0,1,0,0,,0,,0,1,,0,1,,0,0,3,0,,0,0,0,0,,,0,0,,0,0,1,0,0,0,0,,0,0,0,,0,0,0,2,2,0,0,,,,1,,,1,,0,,0,,,0,0,,0,0,0
"1/27/2030",,0,1,1,0,0,0,0,0,,0,,0,1,,0,3,,0,0,0,1,,0,1,0,1,,,0,0,,0,0,0,0,1,0,1,,0,0,0,,0,0,2,2,1,0,1,,,,0,,,0,,0,,0,,,1,0,,0,0,1
"1/28/2030",,0,0,1,0,0,0,0,0,,1,,1,0,,0,0,,1,0,0,0,,0,0,0,0,,,0,1,,0,1,0,1,0,1,0,,0,0,0,,0,0,0,1,0,0,0,,,,0,,,0,,0,,0,,,0,0,,1,0,0
"1/29/2030",,0,1,0,0,0,0,0,0,,1,,1,0,,1,0,,0,0,1,0,,1,1,0,0,,,0,0,,0,2,0,2,1,1,0,,0,0,1,,0,0,0,0,1,0,2,,,,0,,,0,,0,,0,,,0,0,,0,0,0
"1/30/2030",,0,0,1,0,0,0,0,0,,0,,0,2,,1,0,,0,0,0,0,,0,0,1,0,,,0,0,,0,0,0,0,1,0,1,,0,0,0,,0,0,1,1,0,0,1,,,,1,,,2,,0,,0,,,1,0,,0,0,0
"1/31/2030",,0,0,0,0,2,1,1,0,,0,,0,1,,0,1,,0,0,2,0,,0,0,0,0,,,0,1,,0,0,0,0,0,0,0,,0,0,1,,0,0,0,0,0,1,0,,,,0,,,0,,0,,0,,,0,0,,0,0,1
"2/1/2030",,0,0,1,1,0,0,0,0,,0,,0,1,,1,0,,1,0,1,1,,0,0,1,0,,,1,0,,0,1,0,1,2,0,0,,0,0,0,,0,0,0,0,1,0,0,,,,0,,0,0,,0,,0,,,1,0,,0,0,0
"2/2/2030",,0,0,2,0,0,0,0,0,,0,,0,0,,2,2,,0,0,1,1,,1,0,0,0,,,0,1,,1,1,0,1,0,1,0,,0,0,0,,0,0,0,0,1,1,0,,,,0,,0,0,,0,,0,,,1,0,,0,0,0
"2/3/2030",,0,1,2,0,0,0,0,0,,0,,0,0,,1,2,,0,0,1,0,,0,1,1,0,,,0,0,,0,1,0,1,0,0,0,,1,0,0,,0,0,0,0,0,0,0,,,,0,,0,1,,2,,0,,,0,0,,1,0,0
"2/4/2030",,0,0,0,0,0,1,0,0,,0,,0,1,,0,2,,0,0,0,2,,0,0,0,1,,,0,0,,0,1,0,0,0,0,0,,0,0,0,,1,1,2,0,0,0,0,,,,0,,0,2,,0,,0,,,0,0,,0,1,0
"2/5/2030",,0,1,0,0,0,0,0,0,,0,,0,1,,0,0,,1,0,2,0,,0,0,0,0,,,0,0,,0,0,3,1,0,0,0,,0,0,0,,0,0,0,0,0,0,1,,,,0,,0,0,,1,,0,,,0,0,,0,1,1
"2/6/2030",,0,1,0,0,0,0,1,0,,0,,0,0,,0,1,,0,0,0,1,,0,0,0,0,,,0,0,,0,1,0,1,0,0,0,,0,0,0,,0,0,0,1,1,0,3,,,,0,,0,0,,0,,0,,,0,0,,0,0,0
"2/7/2030",,0,1,0,1,0,0,0,0,,0,,0,1,,0,0,,0,0,0,1,,0,0,0,1,,,0,0,,0,0,0,0,0,1,0,,0,0,0,,0,0,0,1,0,0,3,,,,0,,0,0,,0,,0,,,1,0,,0,0,2
"2/8/2030",,0,1,0,0,0,0,1,0,,1,,1,3,,0,2,,0,0,1,0,,0,0,1,1,,,0,0,,0,0,0,0,0,0,0,,1,0,0,,0,0,0,0,0,0,0,,,,0,,1,0,,0,,0,,,2,0,,0,1,0
"2/9/2030",,0,0,1,1,0,1,0,0,,0,,0,0,,0,0,,1,0,1,0,,1,0,0,1,,,0,0,,0,2,0,2,0,0,0,,0,0,0,,0,0,0,1,0,0,1,,,,0,,0,0,,0,,0,,,0,0,,0,0,1
"2/10/2030",,0,0,0,0,0,0,0,0,,0,,0,0,,1,3,,0,0,1,1,,0,0,0,0,,,1,0,,0,1,0,1,0,2,0,,0,0,0,,0,0,1,2,0,0,1,,,,0,,0,0,,1,,1,,,0,0,,0,0,1
"2/11/2030",,0,1,0,0,0,0,2,0,,0,,2,0,,1,0,,0,0,1,0,,0,0,0,0,,,0,1,,0,1,0,1,0,0,0,,1,0,0,,0,1,0,1,0,0,1,,,,0,,1,0,,0,,0,,,0,0,,0,0,0
"2/12/2030",,0,1,0,0,0,0,0,0,,0,,1,0,,0,0,,2,0,0,1,,1,0,0,0,,,0,1,,0,0,0,0,0,0,0,,0,0,1,,0,0,1,1,1,0,1,,,,0,,1,0,,0,,0,,,0,0,,0,0,0
"2/13/2030",,0,0,0,0,0,0,0,0,,0,,0,1,,0,3,,0,0,0,2,,0,0,0,1,,,0,0,,0,0,0,0,1,0,0,,0,0,0,,1,0,4,0,0,0,0,,,,0,,0,0,,0,,0,,,1,0,,0,0,1
"2/14/2030",,0,0,1,0,1,0,0,0,,0,,0,0,,0,0,,0,0,0,0,,0,0,0,0,,,0,0,,0,5,0,4,0,1,0,,0,0,1,,0,0,0,3,0,0,0,,,,0,,1,0,,2,,1,,,0,0,,1,0,1
"2/15/2030",,0,0,0,0,1,0,1,0,,0,,0,2,,0,1,,0,0,0,0,,0,0,0,0,,,0,0,,0,1,0,1,0,0,0,,0,0,1,,0,0,0,1,0,0,2,,,,0,,0,0,,0,,0,,,0,0,,0,0,0
"2/16/2030",,0,0,1,0,1,0,0,0,,0,,0,3,,0,0,,0,1,0,0,,0,0,0,0,,,0,2,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,1,0,0,,,,0,,0,0,,0,,0,,,0,0,,0,0,1
"2/17/2030",,0,0,1,1,0,0,1,1,,0,,0,0,,0,1,,0,1,1,0,,0,0,0,0,,,0,1,,0,2,1,2,0,0,0,,1,0,0,,0,0,0,2,0,0,2,,,,0,,0,0,,1,,0,,,0,0,,0,0,0
"2/18/2030",,0,0,2,0,0,0,0,0,,0,,0,1,,2,1,,0,1,0,2,,0,1,0,0,,,0,0,,0,0,0,0,2,0,0,,0,0,0,,0,0,0,1,0,0,0,,,,0,,0,0,,0,,0,,,0,0,,0,2,1
"2/19/2030",,0,0,1,0,0,0,0,0,,2,,0,0,,0,0,,0,0,2,0,,0,1,0,0,,,0,0,,0,0,0,0,1,1,0,,0,0,0,,0,0,0,1,0,0,1,,,,0,,0,0,,0,,0,,,0,1,,0,0,0
"2/20/2030",,0,1,0,0,0,1,1,0,,0,,0,1,,0,1,,0,1,0,0,,0,1,1,0,,,0,0,,0,1,2,1,1,0,0,,0,0,0,,0,0,1,0,0,0,0,,,,1,,0,0,,0,,0,,,0,0,,0,0,0
